,label,content
105,Negative,"Sudah update namun masih susah aja daftar. Tiap mau daftar akun, selalu stuck loading dipilihan provinsi dan sebagainya. Sekarang keterangannya Json error. Mohon aplikasi ditingkatkan atau diperbaiki. Terima masih."
106,Negative,"Apakah aplikasi ini sudah berhenti beroperasi???? Karena sudah Bbrp hari tidak bisa login, error' terus ... Dan sewaktu masih login tidak bisa cek data PM error' terus notifikasinya..... Kalau tidak bisa login, bagaiman mengetahui progres usul mandirinya? (Ulasan lama) Ulasan baru .... Aplikasi setelah update sama aja errorrrrr terus"
107,Positive,"Ini gimna yaa caranya setiap mau login selalu ada gangguan koneksi truss .. padahal saya uda terima email ke 2 dri kemensos tinggal login aja, tp selalu gak bisa di login. Tolonh balas donk kasi solusi nya"
108,Positive,Kenapa tiap login mau tambah usulan selalu ada tulisan Error Json Parse. Mohon bantuannya tolong diperbaiki lagi Aplikasinya. Kalau Error mulu gimana caranya mau daftar nih. Admin yang baik hati tolong dong benerin aplikasinya. Terima kasih
109,Negative,"pantesan aja review nya bintang 1 semua... mau daftar akun baru aja susah bgt ☹️☹️ error2 mulu... sekalinya bisa ket username sdh terdaftar, ganti bikin coba berkali2 dg username beda, tetep error dan selalu muncul username sdh terdaftar... niat ga sih bikin aplikasi nya ? trs ga pernah evaluasi gitu liat review sebanyak ini bintang 1 ? mau heran tp ini Indonesia 🤦🤦"
110,Negative,Ini benaran Aplikasi dari KEMENSOS apa tidak sih..? Masah udah beberapa bulan daftar Statusnya masih BELUM CEK? Tidak ada kepastian... Adanya yang mampu dapat bantuan dan yang kurang mampu tidak mendaptkan bantuan sama sekali.
111,Negative,"Aplikasi ter jelek di playstore, jangan anda download.padahal dah dapat email ke dua bahwa pendaftaran saya berhasil di terima, namun mau log in gak bisa terus, akhirnya pasword mau di ganti tapi link di email gk bisa dibuka terus. . Di hubungi lewat email gak pernah di jawab."
112,Negative,Sudah capek ketik registrasi... Tiap kali mau masuk masalah koneksi.. padahal sinyal bagus lho .. katanya harus update.. udah update... Mau bukak lagi.. eror lagi... Sudah lah .. pasrah aja... Dari awal korona gak pernah dapat bantuan sepeserpun... berusaha Ikhlas... Mungkin Tuhan melihat saya masih mampu hidup tanpa bantuan dari pemerintah... Bukak aplikasi bansos kok susah amat... Terima nasib
113,Neutral,"Ubah jadi bintang 3 dulu, karena aplikasi bisa berfungsi baik setelah update, tinggal nunggu hasil dari usulan masyarakat yg di ajukan mandiri, bisa berfungsi tidak."
114,Negative,"Tolong di perbaiki untuk buat akun baru ,setelah isi data dan klik setuju selalu tulisan nya ""terjadi aplikasi eror ,hubungi admin"" selalu begitu terus ,sudah saya coba uninstall dan install lagi aplikasi nya tetap saja begitu ,saya coba daftar akun nya di malam hari atau pagi ,siang atau sore tetap saja begitu."
115,Negative,"saya sudah berusaha semaksimal mungkin saya sudah update aplikasi, hapus cache, hapus data, uninstall ulang aplikasi, lupa sandi, mencoba di malam hari, mencoba dengan mengklik berulang ulang, merestart handphone, akan tetapi masih belum ada respon yang menjanjikan hanya ""error json parse"""
116,Positive,"Daftar akun baru karna gak punya akun dicek bansos, sudah isi data sesuai KTP tetap saja gagal, katanya(Terjadi Error Aplikasi, Silahkan Hubungi Admin),tujuan daftar mau ngusulkan lansia yang layak menerima bansos, namun tidak dapat bansos, hanya dapat beritannya saja. Sedang mereka sangat membutuhkan."
117,Negative,"saya sudah daftar tapi pas masuk eror2 terus,kadang user name/data belum verifikasi padahal di emaik sudah di kirim,tp tetep masuk aplikasi gak bisa dan akhirnya gak bisa buat usulan,tolong di perbaiki apkikasinya"
118,Negative,"Kenapa setelah diupdate banyak ketetangan yg muncul eror json parse ??? Tolong lah kpd bagian teknisinya. Agar diperbaiki aplikasinya, supaya tidak berlarut2 bagi kami yg ingin memproses dananya..... Saya sudah menunggu 2 minggu lebih untuk hal ini.... Nomor cs di hub ga pernah diangkat.... Kemana kami harus mengadukan permasalahan ini ???"
119,Negative,"Aplikasi apa ini cuma bikin sampah doang tidak bisa digunakan. Hapus aja nih apk gak guna cuma nambahin pengeluaran negara doang, mending uangnya untuk kasih bantuan sosial masyarakat miskin. Kalau gak bisa bikin apk belajar sama saya sini nanti saya ajari gratis gak perlu bayar."
120,Negative,Aplikasi cuma buat PHP. Ga ada gunanya. Harusnya pihak google memfilter aplikasi yang terlisting. Kalo bintang 1 lbih dari 10 ulasan harus dihubungi developernya terus kalo ga ada perbaikan delete dari listing biar pengguna yang lain ga kena PRANK.
121,Negative,"Ini yang dibilang mau memajukan Indonesia dengan kemajuan teknologi? Untuk log in aja sulit, email verifikasi pun tidak muncul, katanya untuk mempermudah rakyat kecil, malah mempersulit dan tidak ada kejelasan pasti, terlalu banyak korupsinya ampun deh ini"
122,Negative,"Tolong jika ingin membuat aplikasi, yang bener bener ngebantu rakyat. Mau login selalu eror json parse atau disuruh aktivitasi lagi, padahal menunggu aktivitasinya sampai berbulan bulan. Niat mempermudah malah berakhir buat rakyat bingung. Tolong diperbaiki!"
123,Negative,"Maaf sebelumnya kasih bintang satu, karena untuk pendaftaran di persulit, soalnya saya sudah mengisi data diri saya dan tingal klik buat akun tapi server nya eror teruss, semoga lekas di perbaiki."
124,Negative,"Sudah dapat email verifikasi lalu login, tapi di bilang Eror Json Parse, membuka aplikasi nya pun seperti itu selalu eror Json Parse. Gimana mau ngecek kalo nggak bisa akses apk nya! Tolong jika bisa secepatnya di perbaiki"
125,Negative,"Aplikasinya da bagus membantu memudahkan masyarakat, tapi penggunaan aplikasi yang sering error / banyak bugs sangat ironis sekelas pemerintah buat aplikasi sulit di gunakan. Programernya kurang ahli dibidannya hingga aplikasinya SULIT di akses."
126,Negative,"Ini aplikasi emang bisa di pake ga sih ? Masa mau daftar aja nunggu loading provinsi nya aja susahnya minta ampun , aku kira mah krna siang bnyk yng pake apknya, coba lagi tgh malam sama aja . Smpe skrng gprnh bsa daftar"
127,Neutral,"Mohon ditingkatkan lagi admin, karna di desa saya belum ada jaringan untuk mengupload setelah foto ktp dan foto rumah, kalau bisa ada mode save nya agar ketika sudah dapat jaringan bisa di lanjutkan untuk pengaplotan usulan, Terimakasih! Salam Desa awiu Koltim Aere"
128,Negative,"Ini aplikasi nya eror, setelah melakukan pendaftaran dan mendapatkan email, pas mau login alasan blm aktivitas akun padahal di email sudah ada, semisal memang gk bisa jangan menyarankan menggunakan aplikasi ini."
129,Negative,"Developer tolong di perbaiki bugnya we! saya mau login kagak bisa-bisa njir, mana emak gua nyuruh cek mulu lagi (saya di sini menahan untuk tidak ngetik hal kotor jadi tolong cepat di perbaiki biar keliatan mana petugas desa yang korup."
130,Negative,"Kek nya ini aplikasi pencuri data pribadi masyarakat... Karena dari semua ulasan memberikan rating bintang 1. / dgn kata lain setelah mereka mencantumkan data diri di apk ini selesai. Aplikasi nya tidaj dapat terbuka / hanya sia"" daftar. - ini seperti tindak kecurangan yg bakal digunakan oleh oknum tdk bertanggung jawab utk keperluan pemilu nanti. - harus nya playstore lebih detail buat menangani aplikasi penipu ini."
131,Negative,"Dari dulu saya coba aktifkan ini aplikasi gak pernah berhasil, hasil nya selalu error padahal sudah mengikuti petunjuk yang ada,tolong dong perbaiki aplikasi nya ini kan aplikasi dari pemerintah masa susah buat aktifasi nya"
132,Positive,"Bg yg msh sulit login,coba langkah login dibawah(dr pengalaman sy) : 1. Apdate aplikasi 2, hapus cache 3, sinyal bagus 4, akun sdh aktif(aktivasi akun berhasil) 4, login pake username yg dikirim melalui email 5, ""mohon bersabar 'ini ujian..'""😉👍"
133,Neutral,"Aplikasinya sulit login. Sdh 2 bln gak masuk data dtks. Harus berjuang bagi pasien gagal ginjal. Boro"" Dpt sembako. Biaya berobat aja (pbi) kaga dapat. Mana org dinsos yang datang.? Dpt email verifikasi tapi belum di cek oleh dinsos nya."
134,Negative,Setiap mau log in eror terus. Username sudah diaktivasi. 2 minggu blm bisa log in. Aplikasi pemerintah kok bobrok gini siii. Yaaa g heran si kalo bobrok pemerintahannya. Gada guna dan manfaatnya. Daftanya mudah giliran log in kagak bisa eror mulu. Yang sabar ya buat diriku sendiri
135,Negative,"Sdh lama saya download dan coba buat akun, tetpi mash belum berhasil. Isi data provinsi error terus, diulangi berkali-kali juga nihil. Bngung dh, aplikasi memang program jadi atau sekedar etalase doank kah..."
136,Positive,Aduh ada yang tau cara merubah data nya gak ya...... Karena kurang teliti saya data nya ada yang salah..... Tolong kasih tau donk cara merubah data Dah saya uninstall download berkali² tetap aja
137,Negative,"aplikasi ini tidak berfungsi atau tidak berguna, daftar selalu gagal bilang error lah hubungi admin lah dan lain-lain alasan nya, tapi giliran orang dalam yang daftar selalu berhasil aneh aplikasi yang sudah di bajak"
138,Negative,"Apk ini mohon diperbaiki banyak sekali kekurangannya mulai dari sulit untuk login hingga tidak dapat menambahkan usulan yang benar layak mendapatkan bantuan sosial. Untuk apa pemerintah membuat aplikasi yang tak berguna yang menghabiskan dana negara jika akhirnya tak berguna sama sekali. Tolong tim IT dan developer memperbaiki bug yang terjadi saat melakukan login dan usul data bansos, ini sama saja mempersulit masyarakat dalam menyampaikan informasi yang benar-benar membutuhkan bantuan sosial."
139,Negative,Buka email ternyata udah diaktivasi. Tapi mau log in aplikasinya kenapa eror terus ya? Saya mohon sekali diperbaiki. Karna saya sedang membutuhkan bantuan ini. Bantuan ini akan sangat bermanfaat dan berharga untuk saya. Mohon pencerahannya juga kenapa log in ko eror terus. Terima kasih 🙏🏽
140,Negative,Sekelas pemerintah masa tidak bisa bikin aplikasi yang bagus?????!!!!! DANA APBN KEMANA????!!!! MASA KALAH SAMA APLIKASI YANG LAIN???!!!!!!Login saja sudah 3 bulan tidak bisa!! APA-APAAN INI!!!!!! Error mulu aneh!!!! Percuma di update juga masi tidak bisa login!!!!!
141,Negative,"percuma daftar diaplikasi ini, bukannya mempermudah rakyatnya malah dipersulit, kalau ingin mempermudah rakyatnya bikin aplikasi yang benar dan gampang diakses, ini baru isi sedikir saja eror jon terus padahal sinyal manteng buat nonton youtube juga normal saja, (atau si jon jangan dibawa-bawa lagi pak😜), kasian rakyat anda yang ingin benar-benar mendapatkan bantuan, terima kasih"
142,Negative,Ini aplikasi ada yg operatornya ga sih. Masa udah daftar dan pendaftaran udah sukses tapi user name sm pasword belum terdaftar. Aneh banget. Ga usah bikin aplikasi klo bikin ruwet
143,Negative,"Awalnya kalo mau login muncul notifikasi --> java.lang.IllegalStateException: Expected BEGIN_OBJECT but was STRING at line 1 column 1 path $. Selanjutnya muncul tulisan ""TERJADI MASALAH KONEKSI"". Dan sekarang muncul ""ERROR JSON PARSE"". Kenapa yah, ada saja orang2 dungu dan bebal di berbagai bidang dan posisi yang mengurusi hajat hidup masyarakat banyak?"
144,Negative,"Tidak bisa login, krn username tidak terdaftar/belum diaktivasi. Gimana mau aktivasi email aktivasi nya dari Kemsos aja gak dapat 😑😒 Edit : Sudah dapat email dari Kemsos. Pas log in ada keterangan Error Json Parse mau reset kata sandi juga sama keterangan nya. Apa maksudnya ini ."
145,Negative,"98% Rata2 aplikasi buatan dalam negri cacat secara keseluruhan, dan sama sekali tidak bermanfaat bagi warga negaranya sendiri/Sebagai contoh aplikasi seperti ini yang sudah jelas milik kemensos aja buat daftar logonya lama banget daftar 1 hari penuh tetep aja loding di bandingkan game koin master mlh kurang dati 10 detik lodingnya kacau"
146,Negative,"sudah registrasi dan berhasil, namun saat di intruksikan untuk login malah tidak bisa dengan keterangan username dan password tidak ditemukan/belum dilakukan aktifasi. aneh"
147,Negative,"Sebenarnya aplikasi ini sangat tidak layak bahkan untuk bintang satu.. dari bulan kapan ga bisa, eror terus..ngisi data eror mulu.. jgn buat aplikasi kalo tidak ada yg ngelola..repot amat ngabisin duit"
148,Negative,"Aplikasi gabermutu bgt dari kemarin error mulu, dasar luh pemerintah niat bantu apa kaga si luh.. Permudahkan lah sedikit contohnya aplikasi ini yaampun bobrok bgt buat aplikasi aja.. Udh regis terisi semua lalu kaga bisa tekan Ok malah muncul error lagi.."
149,Positive,"Sengaja saya kasih bintang 5 biar di tanggapi cepat. Kenapa waktu penambahan usulan mandiri tidak bisa di upload dngen keterangan ""Error Json Parse"" setiap kali mau upload selalu muncul keterangan seperti itu...tolong jelaskan masalah nya dan solusi nya bagaimana"
150,Negative,Gak ngarti sama aplikasi gak jelas kata gini sudah bener isi data semua tapi pas mau login gak bisa aneh. Padahal nama sama password sudah bener semua tetep gak bisa login...?
151,Negative,"Awas hati-hati data anda di salah gunakan, mikir aja masa iya sekelas pemerintahan aplikasi seperti ini bayak erornya dn tidak bisa di gunakan. Saya sebelumnya smpat melihat iklan ini aplikasi dn coba mendownload di sela-sela mau instal sambil lihat2 rating dn comen pada mengalamin eror,tidak bisa di gunakan(sedngkan data pribadi sudah masuk). Dan selesai mau coba daftar di aplikasinya di suruh masukan data di dengan lengkap yg mna data tersebut sngan privasi, mikir2 lagi jadinya yg komen pd err"
152,Negative,"Mau daftar aja ndak bisa, saat klik di bagian provensi langsung error. Sudah di update, sudah di hapus kemudian instal ulang, tapi tetap saja. Mungkin jaringan sibuk atau kendala lain, coba lagi di lain hari dan lain hari lagi. Tapi hasilnya sama. ERROR..."
153,Negative,"PARAH, kenapa setiap Aplikasi Publik milik pemerintah selalu tidak bisa membantu masyarakat umum. Sudah buat akun lama tinggal aktivasi saja minta ampun lelet gak ketulungan. Sangat jelek dan tidak bisa membantu bagi masyarakat umum yang membutuhkan seperti kami. Kontak atau tanggapan, umpan balik pun tidak ada. Mohon respon positifnya. 🙏🏼😢🙏🏻"
154,Negative,"Aplikasi gaje, sudah punya username, sudah aktivasi sanggahan, dilogin username tidak ditemukan, direset password dapat email link reset pw, dklik cm muter2 ga jelas ujung2nya eror,,👍👍👍 aplikasi yg sangat membantu rakyat sekali untuk meluapkan emosi"
155,Negative,Error.. error.. dan error.. kiranya bisa mencari developmen yang lebih kompeten. Sangat kurang memuaskan
156,Negative,Masalah koneksi lagi koneksi lagi.... maksudnya apa coba ?.. Jaringan full 4G masih aja masalah koneksi... padahal sudah dapat balasan verifikasi dari aplikasi...hmmmmm...
157,Negative,"Aplikasi pemerintah seperti ini justru untuk mempermudah masyarakat !!! Dan biaya anggaran pembuatan suatu aplikasi tidak murah !!!! Kalau pelayanan online nya seperti ini, JELAS makan GAJI BUTA. Harusnya data warga setiap setahun atau dua tahun sekali mesti ada pembaharuan !!!! agar mana yang HAK dan TIDAK HAK."
158,Negative,"Aplikasinya masih susah login. Versi 106 super loading sampai gagal login. Setelah update versi 107 malah muncul ""error json parse"". Mohon diperbaiki."
159,Negative,"Aplikasinya error terus. Baik saat mendaftar ataupun login, selalu tidak bisa ( error ) terus. Tolong kak perbaiki Aplikasinya"
160,Negative,"Aplikasi sangat tidak recommended, sudah isi data diri begitu terima email verifikasi tidak bisa login, pakai fitur lupa password link tidak bisa di buka., Saya curiga cuman mau ngambil data pribadi saja ini."
161,Negative,"Aplikasi tidak bekerja dengan baik, setiap mau daftar selalu muncul notif sedang ada gangguan/username sudah terdaftar. Udah coba lain hari masi tetap sama"
162,Negative,"Data masi belum akurat, tolong di tinjau kembali datanya, di sync lagi data offline sama data di aplikasinya, Masukan aja ni bila perlu di himbaukan ke setiap wilayah untuk membuat aplikasi cek bansos atau minimal website agar akurat database nya, terimakasih"
163,Positive,Sangat tidak membantu. Benar² sdh buat akun baru dgn teliti dan ketika mau masuk...kacau tidak bisa dibuka. Tolong solusinya utk aplikasi cek bansos nya
164,Negative,Awal nya belum pernah daftar terus ketika daftar dan selesai daftar tertulis user name telah terdaftar silahkan login ketika ke login user nama dan passwor tidak di temukan. Hello apk pemerintah.. Sehat?
